,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-01-02T17:30:00Z,0,4,0,0,0,0,19,0,37473,0,1,3,0.0,0,36281,38988,2707,80,False,0,4
1,1,0,0,5,0,0.9,680,0.01,0.09,0.08,2.24,193,3,0,1.5,1.6,2023-01-14T15:00:00Z,90,5,0,0,0,0,20,0,120882,1,0,3,12.0,2,79739,96774,17035,80,False,0,4
2,2,0,0,-3,1,2.5,680,0.02,0.89,0.87,1.59,207,0,0,5.1,0.0,2023-01-21T12:30:00Z,81,6,0,0,0,0,21,0,119032,1,0,0,51.0,3,-2276,33676,35952,80,True,0,4
3,3,0,0,10,0,21.3,680,0.05,0.09,0.04,1.54,220,3,0,4.6,13.4,2023-02-04T15:00:00Z,84,20,0,0,0,0,22,0,90055,1,0,3,11.0,2,-30470,16415,46885,78,False,0,4
4,4,0,0,23,1,21.2,680,0.03,0.94,0.91,0.2,227,0,1,9.7,39.0,2023-02-13T20:00:00Z,79,8,0,0,0,0,23,0,75130,1,0,2,37.0,8,-15949,8187,24136,77,True,0,4
5,5,0,0,16,0,1.1,680,0.0,0.81,0.81,1.51,237,0,1,7.5,37.6,2023-02-18T17:30:00Z,58,15,0,0,0,0,24,0,119222,1,2,0,36.0,6,42571,50554,7983,77,False,0,4
6,6,0,0,-1,1,14.3,680,0.03,0.21,0.18,0.6,242,0,0,2.2,0.0,2023-02-25T19:45:00Z,84,7,0,0,0,0,25,0,890678,1,0,0,8.0,3,597835,624348,26513,78,False,0,4
7,7,0,0,2,0,0.8,680,0.0,0.0,0.0,0.0,67,0,0,0.1,0.4,2023-03-01T20:00:00Z,14,20,0,0,0,0,25,0,890678,0,0,2,0.0,1,597835,624348,26513,78,True,0,4
8,8,0,1,44,1,11.3,680,0.09,0.38,0.29,0.88,256,0,2,13.7,69.4,2023-03-05T16:30:00Z,78,14,0,0,0,0,26,0,450448,1,0,7,56.0,14,-260358,12426,272784,78,True,0,4
9,9,0,0,1,0,15.1,680,0.03,0.11,0.08,0.86,261,1,0,2.9,1.4,2023-03-11T12:30:00Z,90,3,0,0,0,0,27,0,598324,1,0,1,12.0,2,141319,204398,63079,78,False,0,4
10,10,0,0,5,0,0.8,680,0.02,0.08,0.06,2.77,287,4,0,1.2,2.6,2023-04-01T11:30:00Z,81,13,0,0,0,0,29,0,462071,1,1,4,9.0,2,31782,84722,52940,77,False,0,4
11,11,0,0,-1,0,0.2,680,0.0,0.0,0.0,0.03,74,0,0,0.0,0.0,2023-04-04T19:00:00Z,11,6,0,0,0,0,29,0,462071,0,0,0,0.0,1,31782,84722,52940,77,False,0,4
12,12,0,0,13,0,38.9,680,0.16,0.2,0.04,1.41,296,2,0,6.4,11.2,2023-04-09T15:30:00Z,90,1,0,0,0,0,30,0,380776,1,2,2,14.0,2,-80038,11468,91506,77,True,0,4
13,13,1,0,36,0,35.2,680,0.17,0.96,0.79,1.32,304,1,1,13.2,54.0,2023-04-17T19:00:00Z,80,11,0,0,0,0,31,0,404961,1,6,1,43.0,10,22743,70611,47868,76,False,0,4
14,14,0,0,1,0,3.3,680,0.05,0.41,0.36,0.2,318,1,0,1.9,0.0,2023-04-22T14:00:00Z,59,16,0,0,0,0,32,0,824024,1,2,3,19.0,1,245099,261686,16587,77,True,0,4
15,15,0,3,32,0,26.2,680,0.08,0.15,0.07,0.57,326,1,1,8.7,42.4,2023-04-26T18:45:00Z,77,19,0,0,0,0,33,0,561134,1,2,1,18.0,10,-88560,24497,113057,77,False,0,4
16,16,2,0,27,0,14.8,680,0.52,0.63,0.11,1.24,338,1,0,5.5,20.8,2023-04-30T15:30:00Z,72,18,0,0,0,0,34,0,736837,1,3,4,19.0,8,157968,189634,31666,77,True,0,4
17,17,0,0,4,0,10.6,680,0.04,0.16,0.12,0.25,276,0,0,3.6,5.6,2023-05-03T19:00:00Z,24,9,0,0,0,0,34,0,736837,0,0,1,20.0,1,157968,189634,31666,77,True,0,4
18,18,0,0,7,1,1.8,680,0.01,0.25,0.24,0.19,344,0,0,1.5,3.2,2023-05-06T16:30:00Z,90,4,0,0,0,0,35,0,720258,1,0,1,10.0,3,-1931,51534,53465,77,True,0,4
19,19,0,0,4,1,25.2,680,0.33,0.64,0.31,0.54,358,0,0,6.4,18.0,2023-05-15T19:00:00Z,90,10,0,0,0,0,36,0,666733,1,3,0,21.0,3,-52408,32031,84439,77,False,0,4
20,20,0,0,6,0,25.6,680,0.06,0.07,0.01,1.39,364,1,0,5.6,11.2,2023-05-20T14:00:00Z,90,2,0,0,0,0,37,0,573391,1,1,1,19.0,2,-84660,29326,113986,76,True,0,4
21,21,0,0,25,0,0.0,680,0.17,1.23,1.06,0.23,380,1,1,0.0,0.0,2023-05-28T15:30:00Z,33,17,0,0,0,0,38,0,608162,0,4,4,0.0,6,24406,66730,42324,76,False,0,4
22,22,0,0,5,0,10.9,297,0.05,0.05,0.0,1.04,9,1,0,2.1,8.0,2023-08-13T15:30:00Z,65,7,0,0,0,0,1,0,527528,1,1,1,2.0,2,0,0,0,75,False,0,4
23,23,0,0,10,0,11.8,297,0.04,0.28,0.24,0.19,14,1,0,2.8,5.6,2023-08-19T14:00:00Z,62,3,0,0,0,0,2,0,570407,1,1,3,11.0,2,-31755,47557,79312,75,True,0,4
