,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,3,0,0.0,317,0.0,0.0,0.0,1.22,4,1,0,0.0,0.0,2023-08-12T14:00:00Z,2,5,0,0,0,0,1,0,6590,0,1,4,0.0,1,0,0,0,50,False,0,3
1,1,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,5249,0,0,3,0.0,0,-887,128,1015,49,False,0,3
2,2,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,19,0,0,0,0,4,0,4631,0,2,1,0.0,0,-752,121,873,49,True,0,3
3,3,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,10,0,0,0,0,5,0,4255,0,0,1,0.0,0,-500,108,608,48,False,0,3
4,4,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,20,0,0,0,0,6,0,4015,0,1,1,0.0,0,-288,87,375,48,True,0,3
5,5,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,9,0,0,0,0,7,0,3849,0,2,1,0.0,0,-209,153,362,48,False,0,3
6,6,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,6,0,0,0,0,7,0,3849,0,2,1,0.0,0,-209,153,362,48,True,0,3
7,7,0,0,3,0,0.0,317,0.0,0.0,0.0,0.0,77,0,0,0.2,0.0,2023-10-07T11:30:00Z,24,18,0,0,0,0,8,0,3687,0,1,0,2.0,1,-197,97,294,48,True,0,3
8,8,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,16,0,0,0,0,9,0,3604,0,2,2,0.0,0,-128,83,211,47,False,0,3
9,9,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,2,0,0,0,0,10,0,3510,0,1,3,0.0,0,-120,79,199,47,False,0,3
10,10,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,11,0,0,0,0,11,0,3389,0,1,1,0.0,0,-128,51,179,47,True,0,3
11,11,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,14,0,0,0,0,12,0,3146,0,0,1,0.0,0,-235,22,257,47,False,0,3
