,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2023-08-13T15:30:00Z,0,11,0,0,0,0,1,0,1300,0,1,1,0.0,0,0,0,0,50,True,0,3
1,1,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,19,0,0,0.0,0.0,2023-08-20T15:30:00Z,0,19,0,0,0,0,2,0,685,0,1,3,0.0,0,-589,0,589,50,False,0,3
2,2,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,12,0,0,0,0,3,0,520,0,0,3,0.0,0,-196,0,196,50,True,0,3
3,3,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,16,0,0,0,0,4,0,459,0,1,0,0.0,0,-66,0,66,50,True,0,3
4,4,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,398,0,0,0,0.0,0,-61,0,61,50,False,0,3
5,5,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2023-09-24T13:00:00Z,0,2,0,0,0,0,6,0,373,0,1,0,0.0,0,-27,0,27,50,True,0,3
6,6,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,356,0,2,0,0.0,0,-15,0,15,50,False,0,3
7,7,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,6,0,0,0,0,8,0,348,0,4,1,0.0,0,-10,0,10,50,False,0,3
8,8,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2023-10-21T16:30:00Z,0,1,0,0,0,0,9,0,344,0,2,2,0.0,0,-4,0,4,50,True,0,3
9,9,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28T11:30:00Z,0,4,0,0,0,0,10,0,337,0,2,0,0.0,0,-7,0,7,50,True,0,3
10,10,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,329,0,4,1,0.0,0,-8,0,8,50,False,0,3
11,11,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,328,0,4,4,0.0,0,-1,0,1,50,True,0,3
12,12,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,326,0,1,4,0.0,0,-2,0,2,50,False,0,3
13,13,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,323,0,2,3,0.0,0,-3,0,3,50,True,0,3
14,14,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,321,0,1,2,0.0,0,-2,0,2,50,False,0,3
15,15,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,320,0,0,2,0.0,0,-1,0,1,50,False,0,3
16,16,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,319,0,0,2,0.0,0,-1,0,1,50,True,0,3
17,17,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,319,0,1,2,0.0,0,0,0,0,50,False,0,3
18,18,0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,318,0,1,2,0.0,0,-1,0,1,50,True,0,3
19,19,0,0,0,0,0.0,264,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,20,0,0,0,0,20,0,957,0,0,3,0.0,0,-87,0,87,45,False,0,3
