,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,7339,0,2,2,0.0,0,0,0,0,50,True,0,3
1,1,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,20,0,0,0,0,2,0,7351,0,0,0,0.0,0,-1070,547,1617,50,False,0,3
2,2,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,4,0,0,0,0,3,0,6766,0,2,3,0.0,0,-993,596,1589,49,True,0,3
3,3,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2022-08-27T16:30:00Z,0,1,0,0,0,0,4,0,5876,0,1,2,0.0,0,-1106,177,1283,49,False,0,3
4,4,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2022-08-30T18:30:00Z,0,5,0,0,0,0,5,0,5600,0,1,2,0.0,0,-487,298,785,48,True,0,3
5,5,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,18,0,0,0,0,6,0,5367,0,1,2,0.0,0,-406,329,735,48,False,0,3
6,6,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,16,0,0,0,0,8,0,4534,0,3,2,0.0,0,-463,0,463,48,False,0,3
7,7,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,15,0,0,0,0,9,0,4035,0,4,1,0.0,0,-554,0,554,48,True,0,3
8,8,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,19,0,0,0,0,10,0,3673,0,1,3,0.0,0,-368,0,368,48,False,0,3
9,9,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,103,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,3,0,0,0,0,11,0,3505,0,2,2,0.0,0,-173,0,173,48,True,0,3
